Question,Answer
How does it feel?,"That's funny you should ask...my daughter, 10 years old, was telling me yesterday, how she likes the way it feels...especially the inside (it's kind of suede-like). Mine own came from Apple, but the ones for my husband, son, and daughter all bought here, different colors. They are identical to mine, just a few bucks cheaper. I did originally buy a different one for my husband (him telling me not to spend too much) and it was so cheaply made, two pieces, rough around the edges. I was worried about these, just not knowing for sure what I'd be getting, but we've been very pleased. I can't tell the difference between mine from the Apple store and theirs. The outside is leather-like and no rough edges, just nice to hold. Let me know if you need more info. Oh, and I paid $23 for each of ours through the Amazon Used program...they were like new, if not new. Couldn't see any difference between new and used."
Is this case for the 1st Gen iPad Air or the iPad Air 2?,Is just for iPad first gen
Why won't you ship to Puerto Rico?,We do. I will double check out settings.
Does the case have a magnetic strip in it?,Yes it automatically stays shut when you close. Does not come open until you pull it apart. I am very please with this cover
could you send it to Spain? I' m inrerested in the product! here is so difficult to find it!,I'm so sorry i can't Thank you
Is it actually made by Apple? And also is for ipad 3?,"Case is made by Apple . I have IPad 4 and it fits ( won,t fit latest IPad thin )"
This case works for ipad 2?,Yes
Does this fit an original iPad (1st generation)?,Yes
Does the ipad SET inside as a complete cover or is the cover held on magnetically?,"The ipad case is formed it fit around the ipad. It essentially snaps into the case, only the cover is held on magnetically."
Is this a true red color? Or does it have an orangey tinge like so many phone/ipad cases?,"Has the orange tinge, not a true red."
Does this fit an Ipad Air?,No you need to look up a smart case or cover that specifically fits the iPad air on Amazon
Does it fit ipad 4th ?,"I think so as mine is the 3rd, the phiscal size should be the same"
does it fit ipad 2,It fits Ipad Air 2- that is what I have on mine.
Why is the light gray version $32.99? Is it used? Does it fit the iPad 3?,my cases are 23.88 and under with free shipping! you might have click on someone else store. Heres my link to my store front http://www.amazon.com/Apple-iPad-Smart-Case-Red/dp/B008B6UEQU/ref=sr_1_1_m?m=AUUGIG1CWXYPL&s=merchant-items&ie=UTF8&qid=1395634145&sr=1-1
Does this cover fit iPad 3?,"No idea. I have a 4. I suspect though, if they use a different charging jack, that the hole in the cover would be different."
Does it fit ipad 2,Yes it fits ipad 2 perfectly.
is it the Apple manufactured original smart case?,Hi I'm not sure about that but I have now three of those covers for 3 iPads being used by my kids and we are really happy with them.
Does this fit the ipad 4?,"Yes, I believe it is specifically for the iPad 4. I'm not sure if it fits previous iPads but I know the original version is thicker and more boxy than the 4 so this one specifically fits 4 perfectly."
"Is this compatible with the original iPad, not the iPad 2 or 3?","No, the iPad 1st generation is thicker. Apple did make a nice black case for it though. I'd get one of those or otterbox made defender cases as well"
does this act as a stand for reading,Yes you can stand it on two different sides of the triangle. Works really good. Love this cover.
How to clean the leather smart case for ipad?,My case is not leather. It is some kind of synthetic material. I just use a damp cloth to wipe it clean.
Does this cover both front and back?,Yes.
Will this fit an IPAD AIR ?,NO. Ipad Air is smaller. They now have smart cases for the new ipad Air. This one is bigger!
Does this cover work with iPad third generation?,"Yes, that is what I have and it is made for the 3rd and 4th generation. I actually saw some of these at our local Target last week.&#128522;"
does it work with apple ipad air,No it is too big
will it fit iPad mini 3?,No I don't believe so it fits the iPad 2 perfectly the mini would be too small
Is this authentic apple cover,"Yes it is. The original one I purchased from Verizon and this is the identical one...same color too, lol."
will fit the air,I do not think it will. It fits my iPad 2 perfectly.
"My ipad model number is A1430 , it comes with a 30 pin connector. Is this product suitable for this ipad?",Yes it fits iPad two and three
Does it work with Viewsat VS2000 Platinum?,Yes it works.am using it with a viewsat
does this work with the nfusion hd and can you use as hard wired connection,Not compatible with nfusion
were can I get a dongle for viewsat max hd,I bought mine from amazon. It should work just fine as I've been using mine for over a year on my Viewsat 9000HD. Any other questions just ask .
does this work with extreamview receivers?,"Do you mean the viewsat extreme? I use it with the viewsat ultra and ultra lite have not tried it with the viewsat extreme. You can go to FTABeta .com and ask the question there, they will help you."
does this work with coolsat 5000,Hi I am not too sure because I never tried it.
Does this work for Sonicview 8000HD?,yes
does this model of x-fta work on a 4g system or is it only 3g ?,It work with 4g
dose this router work witha sonivew 360p,No friend
Will this dongle router work with captive works 700 or 800 ?,Yes it will
"Could you tell me about router password to connect it to the viewsat ultra; I've used admin universal password, and it didn.t connect.","Hello Jose, go to this site. http://ftazeta.com/viewsat-ultra-ultra-lite/2727-viewsat-xfta-how-complete-guide.html"
"I want to connect my blu-ray player and my Roku 3 to my tv, but the tv only has one hdmi port. Is this device what I need to connect both?","No, you will not want a splitter but switch. It might be worth getting a switch with a remote also so you can switch between the blu-ray and roku without getting up to physically switch the input on the device. Something like http://www.amazon.com/Portta-PET0301S-HDMI-Switcher-Support/dp/B00B46XUQU/ref=sr_1_1?ie=UTF8&qid=1388753107&sr=8-1&keywords=hdmi+switch"
